KPCA1,KPCA2,Macro_Desastre
0.13762105692385013,-0.08982901713374758,Inundações e Chuvas
0.1029497374899683,0.002554003574622064,Seca e Estiagem
-0.09004522878271545,-0.0179101220545985,Tempestades Severas
-0.08541572457971715,0.026269788486874307,Seca e Estiagem
-0.0855569618763762,0.006940130589016991,Inundações e Chuvas
-0.08615109485973473,-0.020608522334992403,Inundações e Chuvas
-0.04182204468086245,0.0513938410502216,Tempestades Severas
0.2429540608487049,0.6221139302302964,Seca e Estiagem
-0.09002934364654812,-0.017654787629055705,Seca e Estiagem
-0.08351843520740303,-0.02386032322015903,Inundações e Chuvas
-0.08986253214013802,-0.016386814079469694,Seca e Estiagem
-0.08888748595649872,-0.0034014238133241686,Seca e Estiagem
-0.08862838190076988,-0.01182278191003528,Seca e Estiagem
-0.056085117538057006,0.1560024354093975,Seca e Estiagem
-0.08907966693240003,-0.005560978266118357,Seca e Estiagem
-0.08984592210651023,-0.018290266470314488,Inundações e Chuvas
-0.08832805966661555,0.002340316896411,Seca e Estiagem
0.8969978044720095,-0.08482296526418151,Inundações e Chuvas
-0.08887698986612481,-0.017210766441393095,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.09004600551809397,-0.017959275415484005,Inundações e Chuvas
-0.08993373309399652,-0.018183751894056896,Inundações e Chuvas
-0.08915964649765996,-0.019406835740591433,Inundações e Chuvas
-0.03303405509811395,-0.038663524064788325,Inundações e Chuvas
0.516286829523274,0.7760876346396581,Seca e Estiagem
-0.08965149008701573,-0.018685293965396282,Inundações e Chuvas
-0.07747812965859895,-0.026281583428825517,Inundações e Chuvas
0.6165365596057046,-0.09763984679318058,Inundações e Chuvas
-0.08928245561118972,-0.019008039092329957,Inundações e Chuvas
-0.08923720684551689,-0.008180435741136615,Seca e Estiagem
-0.08920497542010475,-0.017238805707447763,Seca e Estiagem
-0.06764263175942734,0.05315993672982945,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08989691662729983,-0.016415796699077202,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.08734314743280298,0.009056744141730374,Seca e Estiagem
-0.0900460319639337,-0.017955050196348958,Inundações e Chuvas
-0.0895293513051142,-0.01230432862596708,Seca e Estiagem
-0.09004212434221703,-0.017900663918729784,Inundações e Chuvas
0.15342887699675678,-0.027347505410867796,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
0.07691931329789657,-0.07699549566692993,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.06752990531799763,-0.02902008519576341,Inundações e Chuvas
-0.08815648249104534,0.0034710390270367504,Seca e Estiagem
-0.08967833033726248,-0.013224977618220947,Seca e Estiagem
-0.08080497868921256,-0.024174986694768755,Inundações e Chuvas
-0.08679214882176509,-0.020670565640370578,Inundações e Chuvas
0.4250713016403172,-0.113276299949542,Inundações e Chuvas
-0.09004603656073788,-0.0179577012886641,Deslizamentos
-0.088432854320868,-0.00980353013469443,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08934981626243783,-0.008679990370800155,Seca e Estiagem
-0.07886516638321792,0.04245961486117148,Seca e Estiagem
-0.0894827718200728,-0.0112103040954017,Seca e Estiagem
-0.08985693426955707,-0.015472461835599229,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.08948716663333099,-0.01157599489802862,Seca e Estiagem
-0.08836609616701087,-0.018951707176431964,Incêndios Florestais
-0.08632557201915175,-0.021644071978504587,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004408151538294,-0.017930410484364168,Incêndios Florestais
-0.08999097434692972,-0.018058218554295034,Tempestades Severas
-0.08999097446745163,-0.018059004087718187,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.0700351427487436,-0.027953843651903617,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08993822153484657,-0.016351329459409376,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08911148354368313,-0.005936607924681689,Seca e Estiagem
-0.08915972421191475,-0.019421548896158405,Tempestades Severas
-0.08500551720654234,-0.02093039566923604,Inundações e Chuvas
0.3923439719437892,-0.11307811477347271,Tempestades Severas
-0.0452566058588924,0.07711427091979843,Seca e Estiagem
0.0035998337010875224,-0.056019330807965936,Inundações e Chuvas
-0.08827520175592235,-0.020041488383989295,Inundações e Chuvas
-0.0887243648853342,-0.018453721164263467,Tempestades Severas
-0.08998103005616709,-0.018025858879299868,Deslizamentos
-0.08723572931960934,0.008150392111250203,Inundações e Chuvas
-0.0854969046367547,0.003998437584834695,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
0.36331700502282754,-0.13471989288344505,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.07971300655903413,-0.019989439100853042,Seca e Estiagem
-0.09004403253762953,-0.017882107004378207,Seca e Estiagem
-0.08995196289560789,-0.016564760581595117,Seca e Estiagem
-0.08991877341359947,-0.017354242327381496,Seca e Estiagem
-0.0900434493086064,-0.01787924746032248,Seca e Estiagem
0.9406738661208947,0.1930304700301633,Seca e Estiagem
-0.0898272471023457,-0.014891624914211138,Seca e Estiagem
-0.07542365885052285,-0.021599621795979927,Inundações e Chuvas
-0.08898657034186884,-0.01625403875924874,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09003334406599943,-0.017993033637430305,Inundações e Chuvas
-0.0898998901980263,-0.018248394907851358,Tempestades Severas
-0.09002567173580595,-0.017714867995573813,Seca e Estiagem
-0.0869674089937819,-0.021584475294768084,Inundações e Chuvas
-0.08993822153484657,-0.016351329459409376,Seca e Estiagem
-0.04176124684785334,0.03289138139592185,Seca e Estiagem
-0.0864855982450289,-0.02221065002394768,Inundações e Chuvas
-0.08988627552989621,-0.015602178967963273,Seca e Estiagem
0.22530750143930267,-0.10951067740383164,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.0899749093463179,-0.018103186360096692,Tempestades Severas
-0.08970777224042563,-0.013219916471749646,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08706429718336917,0.011785180987600272,Inundações e Chuvas
-0.0899865403831036,-0.01754394247181776,Seca e Estiagem
-0.02805650422538134,0.2304908766126209,Seca e Estiagem
-0.05372618826529134,-0.039166840931692364,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.06332405068692712,0.13081756570167177,Seca e Estiagem
-0.08966220321017385,-0.018398129258388834,Inundações e Chuvas
-0.08973456993988085,-0.014133607024444106,Seca e Estiagem
